06-MAY-20,Mar 2020,$3.40,$4.76,1.36,40.0,ESS
03-JUN-20,Apr 2020, - $0.31, - $0.12,0.19,61.2,ESTC
30-APR-20,Mar 2020,$1.06,$1.09,0.03,2.8,ETN
11-MAY-20,Mar 2020,$0.94,$1.14,0.20,21.2,ETR
14-MAY-20,Mar 2020,$0.08,$0.46,0.38,475.0,ETRN
06-MAY-20,Mar 2020,$0.18,$0.10,-0.08,-44.4,ETSY
20-MAY-20,Apr 2020,$0.71,$0.80,0.09,12.6,EV
05-MAY-20,Mar 2020, - $0.36, - $0.16,0.20,55.5,EVBG
22-APR-20,Mar 2020,$1.03,$1.21,0.18,17.4,EVR
06-MAY-20,Mar 2020,$0.40,$0.41,0.01,2.5,EVRG
23-APR-20,Mar 2020,$0.43,$0.50,0.07,16.2,EW
23-APR-20,Mar 2020,$0.94,$1.00,0.06,6.3,EWBC
06-MAY-20,Mar 2020, - $0.57, - $0.60,-0.03,-5.2,EXAS
08-MAY-20,Mar 2020,$0.85,$0.87,0.02,2.3,EXC
05-MAY-20,Mar 2020,$0.13,$0.15,0.02,15.3,EXEL
19-MAY-20,Mar 2020,$0.85,$1.28,0.43,50.5,EXP
05-MAY-20,Mar 2020,$0.68,$0.71,0.03,4.4,EXPD
20-MAY-20,Mar 2020, - $1.24, - $1.83,-0.59,-47.5,EXPE
06-MAY-20,Mar 2020,$1.20,$1.24,0.04,3.3,EXR
28-APR-20,Mar 2020, - $0.10, - $0.23,-0.13,-130.0,F
23-APR-20,Mar 2020,$0.96,$1.06,0.10,10.4,FAF
04-MAY-20,Mar 2020,$1.32,$1.45,0.13,9.8,FANG
14-APR-20,Mar 2020,$0.34,$0.35,0.01,2.9,FAST
29-APR-20,Mar 2020,$1.73,$1.71,-0.02,-1.1,FB
30-APR-20,Mar 2020,$0.69,$0.81,0.12,17.3,FBHS
30-APR-20,Mar 2020,$1.60,$1.53,-0.07,-4.3,FCN
24-APR-20,Mar 2020, - $0.22, - $0.16,0.06,27.2,FCX
23-APR-20,Mar 2020,$0.64,$0.66,0.02,3.1,FE
28-APR-20,Mar 2020, - $0.04, - $0.02,0.02,50.0,FEYE
27-APR-20,Mar 2020,$1.99,$2.23,0.24,12.0,FFIV
24-APR-20,Mar 2020,$0.36,$0.30,-0.06,-16.6,FHB
21-APR-20,Mar 2020,$0.22,$0.05,-0.17,-77.2,FHN
29-APR-20,Mar 2020,$1.91,$2.14,0.23,12.0,FICO
07-MAY-20,Mar 2020,$1.27,$1.28,0.01,0.7,FIS
07-MAY-20,Mar 2020,$0.99,$0.99,0.00,0.0,FISV
21-APR-20,Mar 2020,$0.23,$0.13,-0.10,-43.4,FITB
09-JUN-20,Apr 2020, - $0.35, - $0.91,-0.56,-160.0,FIVE
04-MAY-20,Mar 2020,$0.15,$0.17,0.02,13.3,FIVN
22-MAY-20,Apr 2020, - $0.17, - $0.67,-0.50,-294.1,FL
06-MAY-20,Mar 2020,$0.42,$0.42,0.00,0.0,FLIR
13-MAY-20,Mar 2020,$0.34,$0.41,0.07,20.5,FLO
07-MAY-20,Mar 2020,$0.41,$0.21,-0.20,-48.7,FLS
07-MAY-20,Mar 2020,$2.77,$3.00,0.23,8.3,FLT
05-MAY-20,Mar 2020,$1.81,$1.84,0.03,1.6,FMC
23-APR-20,Mar 2020,$0.10,$0.16,0.06,60.0,FNB
30-APR-20,Mar 2020,$0.24,$0.34,0.10,41.6,FND
22-APR-20,Mar 2020,$0.55,$0.73,0.18,32.7,FNF
06-MAY-20,Mar 2020,$0.72,$0.93,0.21,29.1,FOXA
22-APR-20,Mar 2020,$0.44,$0.45,0.01,2.2,FR
14-APR-20,Mar 2020,$0.92,$1.20,0.28,30.4,FRC
06-MAY-20,Mar 2020,$1.53,$1.50,-0.03,-1.9,FRT
07-MAY-20,Mar 2020,$0.24,$0.85,0.61,254.1,FSLR
06-MAY-20,Mar 2020, - $0.13, - $0.06,0.07,53.8,FSLY
06-MAY-20,Mar 2020,$0.17,$0.21,0.04,23.5,FTDR
06-MAY-20,Mar 2020,$0.50,$0.60,0.10,20.0,FTNT
30-APR-20,Mar 2020,$0.72,$0.74,0.02,2.7,FTV
07-MAY-20,Mar 2020, - $0.92, - $1.48,-0.56,-60.8,FWONK
11-MAY-20,Mar 2020,$0.46,$0.53,0.07,15.2,G
06-MAY-20,Mar 2020, - $1.47, - $1.20,0.27,18.3,GBT
29-APR-20,Mar 2020,$2.46,$2.43,-0.03,-1.2,GD
06-MAY-20,Mar 2020,$0.19,$0.24,0.05,26.3,GDDY
29-APR-20,Mar 2020,$0.06,$0.05,-0.01,-16.6,GE
22-APR-20,Mar 2020,$0.44,$0.38,-0.06,-13.6,GGG
07-MAY-20,Mar 2020, - $0.38, - $0.29,0.09,23.6,GH
30-APR-20,Mar 2020,$1.58,$1.68,0.10,6.3,GILD
22-APR-20,Mar 2020,$1.73,$1.73,0.00,0.0,GL
07-MAY-20,Mar 2020, - $0.20,$0.26,0.46,230.0,GLIBA
14-MAY-20,Mar 2020,$0.63,$0.64,0.01,1.5,GLOB
30-APR-20,Mar 2020,$0.86,$0.45,-0.41,-47.6,GLPI
28-APR-20,Mar 2020,$0.17,$0.20,0.03,17.6,GLW
06-MAY-20,Mar 2020,$0.18,$0.62,0.44,244.4,GM
07-MAY-20,Mar 2020,$0.40,$0.29,-0.11,-27.5,GMED
30-APR-20,Mar 2020,$0.74,$0.87,0.13,17.5,GNRC
24-APR-20,Mar 2020,$0.37,$0.36,-0.01,-2.7,GNTX
11-MAY-20,Mar 2020,$0.32,$0.36,0.04,12.5,GO
28-APR-20,Mar 2020,$10.40,$9.87,-0.53,-5.1,GOOG
28-APR-20,Mar 2020,$10.40,$9.87,-0.53,-5.1,GOOGL
06-MAY-20,Mar 2020,$1.12,$0.92,-0.20,-17.8,GPC
21-APR-20,Mar 2020,$0.25,$0.31,0.06,24.0,GPK
06-MAY-20,Mar 2020,$1.52,$1.58,0.06,3.9,GPN
04-JUN-20,Apr 2020, - $0.65, - $2.51,-1.86,-286.1,GPS
30-APR-20,Mar 2020,$0.68,$0.71,0.03,4.4,GRA
29-APR-20,Mar 2020,$0.84,$0.91,0.07,8.3,GRMN
15-APR-20,Mar 2020,$2.83,$3.11,0.28,9.8,GS
05-MAY-20,Mar 2020,$0.19,$0.21,0.02,10.5,GTES
03-JUN-20,Apr 2020, - $0.06,$0.09,0.15,250.0,GWRE
23-APR-20,Mar 2020,$4.42,$4.24,-0.18,-4.0,GWW
06-MAY-20,Mar 2020, - $0.35, - $0.35,0.00,0.0,H
05-MAY-20,Mar 2020,$0.73,$0.69,-0.04,-5.4,HAE
